id,slug,titleJa,signPurpose,marketCategory,signFormat,recommendedSize,orientation,commonWording,multilingualPriority,editableNumber,vendorCount,evidenceUrls,constructionRelevance,priority,originalityPlan,generationStatus,qaStatus,publishStatus
"S071","stop","一旦停止","通行誘導","traffic-guidance","立看板","1400×550mm","portrait","一旦停止","high","false","2","https://jgc-inc.co.jp/products/detail/2522/;https://www.monotaro.com/p/3923/3383/","工事車両と歩行者の通行・進入を誘導","high","市場商品の図版・配置を複製せず、「一旦停止」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S072","slow","徐行","通行誘導","traffic-guidance","立看板","1400×550mm","portrait","徐行","high","false","2","https://jgc-inc.co.jp/products/cassette/835/;https://www.monotaro.com/p/3923/3399/","工事車両と歩行者の通行・進入を誘導","high","市場商品の図版・配置を複製せず、「徐行」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S073","one-way","一方通行","通行誘導","traffic-guidance","平板標識","600×450mm","landscape","一方通行","high","false","2","https://jgc-inc.co.jp/products/detail/1449/;https://www.monotaro.com/p/0252/4636/","工事車両と歩行者の通行・進入を誘導","medium","市場商品の図版・配置を複製せず、「一方通行」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S074","road-closed-to-vehicles","車両通行止め","通行誘導","traffic-guidance","立看板","1400×550mm","portrait","車両通行止め","high","false","1","https://www.monotaro.com/g/04230620/","工事車両と歩行者の通行・進入を誘導","medium","市場商品の図版・配置を複製せず、「車両通行止め」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S075","vehicle-entrance","車両出入口","通行誘導","traffic-guidance","立看板","1400×550mm","portrait","車両出入口","high","false","2","https://jgc-inc.co.jp/products/detail/3708/;https://www.monotaro.com/g/00510464/","工事車両と歩行者の通行・進入を誘導","high","市場商品の図版・配置を複製せず、「車両出入口」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S076","pedestrian-route","歩行者通路","通行誘導","traffic-guidance","平板標識","600×450mm","landscape","歩行者通路","high","false","2","https://jgc-inc.co.jp/products/detail/1615/;https://www.monotaro.com/p/0252/4742/","工事車両と歩行者の通行・進入を誘導","high","市場商品の図版・配置を複製せず、「歩行者通路」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S077","forklift-operating","フォークリフト運転中","通行誘導","traffic-guidance","平板標識","600×450mm","landscape","フォークリフト運転中","high","false","3","https://jgc-inc.co.jp/products/detail/1598/;https://www.monotaro.com/p/2582/7349/;https://www.orange-book.com/ja/c/products/index.html?itemCd=T802531+++++++++++++++++++++++3100","工事車両と歩行者の通行・進入を誘導","high","市場商品の図版・配置を複製せず、「フォークリフト運転中」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S078","look-both-ways","左右確認","通行誘導","traffic-guidance","平板標識","600×450mm","landscape","左右確認","high","false","2","https://jgc-inc.co.jp/products/cassette/928/;https://www.monotaro.com/g/05016946/","工事車両と歩行者の通行・進入を誘導","medium","市場商品の図版・配置を複製せず、「左右確認」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S079","road-shoulder-hazard","路肩注意","通行誘導","traffic-guidance","立看板","1400×550mm","portrait","路肩注意","high","false","3","https://jgc-inc.co.jp/products/detail/190/;https://www.monotaro.com/g/01383124/;https://www.gc-select.com/products/1102076305","工事車両と歩行者の通行・進入を誘導","medium","市場商品の図版・配置を複製せず、「路肩注意」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S080","watch-for-vehicles","車に注意","通行誘導","traffic-guidance","平板標識","600×450mm","landscape","車に注意","high","false","2","https://jgc-inc.co.jp/products/detail/333/;https://www.monotaro.com/p/3988/9929/","工事車両と歩行者の通行・進入を誘導","medium","市場商品の図版・配置を複製せず、「車に注意」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S081","site-speed-limit","制限速度","数値・管理表示","editable-numeric","数値表示板","600×450mm","landscape","制限速度","medium","true","2","https://jgc-inc.co.jp/products/cassette/854/;https://www.monotaro.com/p/3710/8276/","現場固有の数値・連絡先・管理者を編集して掲示","high","市場商品の図版・配置を複製せず、「制限速度」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S082","maximum-load","最大積載荷重","数値・管理表示","editable-numeric","数値表示板","600×450mm","landscape","最大積載荷重","medium","true","2","https://jgc-inc.co.jp/products/detail/202/;https://www.monotaro.com/g/02631508/","現場固有の数値・連絡先・管理者を編集して掲示","high","市場商品の図版・配置を複製せず、「最大積載荷重」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S083","platform-load-limit","作業床最大積載荷重","数値・管理表示","editable-numeric","数値表示板","600×450mm","landscape","作業床 最大積載荷重","medium","true","1","https://www.monotaro.com/g/06094955/","現場固有の数値・連絡先・管理者を編集して掲示","high","市場商品の図版・配置を複製せず、「作業床最大積載荷重」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S084","height-limit","高さ制限","数値・管理表示","editable-numeric","数値表示板","600×450mm","landscape","高さ制限","medium","true","2","https://jgc-inc.co.jp/products/detail/1499/;https://www.monotaro.com/p/8859/1097/","現場固有の数値・連絡先・管理者を編集して掲示","medium","市場商品の図版・配置を複製せず、「高さ制限」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S085","weight-limit","重量制限","数値・管理表示","editable-numeric","数値表示板","600×450mm","landscape","重量制限","medium","true","2","https://jgc-inc.co.jp/products/detail/1501/;https://www.monotaro.com/p/8859/1081/","現場固有の数値・連絡先・管理者を編集して掲示","medium","市場商品の図版・配置を複製せず、「重量制限」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S086","maximum-width","最大幅","数値・管理表示","editable-numeric","数値表示板","600×450mm","landscape","最大幅","medium","true","1","https://www.monotaro.com/p/4330/2430/","現場固有の数値・連絡先・管理者を編集して掲示","medium","市場商品の図版・配置を複製せず、「最大幅」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S087","work-radius-no-entry","作業半径内立入禁止","数値・管理表示","editable-numeric","数値表示板","600×450mm","landscape","作業半径内 立入禁止","medium","true","1","https://www.monotaro.com/p/7575/0202/","現場固有の数値・連絡先・管理者を編集して掲示","medium","市場商品の図版・配置を複製せず、「作業半径内立入禁止」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S088","accident-free-record","無災害記録表","数値・管理表示","editable-numeric","数値表示板","600×450mm","landscape","連続無災害日数","medium","true","2","https://jgc-inc.co.jp/products/detail/1772/;https://www.monotaro.com/g/04272300/","現場固有の数値・連絡先・管理者を編集して掲示","medium","市場商品の図版・配置を複製せず、「無災害記録表」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S089","emergency-contact","緊急連絡表","数値・管理表示","editable-numeric","数値表示板","600×450mm","landscape","緊急時連絡表","medium","true","2","https://jgc-inc.co.jp/products/detail/865/;https://www.monotaro.com/p/3929/1393/","現場固有の数値・連絡先・管理者を編集して掲示","medium","市場商品の図版・配置を複製せず、「緊急連絡表」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S090","fire-safety-manager","火元責任者","数値・管理表示","editable-numeric","数値表示板","600×450mm","landscape","火元責任者","medium","true","2","https://jgc-inc.co.jp/products/cassette/1244/;https://www.monotaro.com/g/00283554/","現場固有の数値・連絡先・管理者を編集して掲示","medium","市場商品の図版・配置を複製せず、「火元責任者」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S091","heat-illness-alert","熱中症注意","救急・避難","heat-emergency","平板標識","450×600mm","portrait","熱中症に注意","high","false","2","https://jgc-inc.co.jp/products/detail/5919/;https://www.monotaro.com/g/04298934/","熱中症対策・救急設備・避難先を明示","high","市場商品の図版・配置を複製せず、「熱中症注意」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S092","wbgt-display","WBGT表示","救急・避難","heat-emergency","平板標識","450×600mm","portrait","WBGTを確認","high","false","2","https://www.monotaro.com/g/08512226/;https://www.unit-signs.co.jp/products/movie/","熱中症対策・救急設備・避難先を明示","high","市場商品の図版・配置を複製せず、「WBGT表示」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S093","heat-illness-prevention","熱中症予防","救急・避難","heat-emergency","平板標識","450×600mm","portrait","水分・塩分・休憩","high","false","2","https://jgc-inc.co.jp/products/detail/1786/;https://www.monotaro.com/g/01144663/","熱中症対策・救急設備・避難先を明示","high","市場商品の図版・配置を複製せず、「熱中症予防」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S094","evacuation-exit","避難口","救急・避難","heat-emergency","平板標識","450×600mm","portrait","避難口","high","false","2","https://jgc-inc.co.jp/products/detail/279/;https://www.monotaro.com/p/8987/7496/","熱中症対策・救急設備・避難先を明示","high","市場商品の図版・配置を複製せず、「避難口」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S095","first-aid-station","救護所","救急・避難","heat-emergency","平板標識","450×600mm","portrait","救護所","high","false","2","https://jgc-inc.co.jp/products/detail/6433/;https://www.monotaro.com/p/0643/3580/","熱中症対策・救急設備・避難先を明示","high","市場商品の図版・配置を複製せず、「救護所」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S096","first-aid-kit","救急箱","救急・避難","heat-emergency","平板標識","450×600mm","portrait","救急箱","high","false","2","https://jgc-inc.co.jp/products/detail/575/;https://www.monotaro.com/g/05285546/","熱中症対策・救急設備・避難先を明示","high","市場商品の図版・配置を複製せず、「救急箱」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S097","emergency-exit","非常口","救急・避難","heat-emergency","平板標識","450×600mm","portrait","非常口","high","false","2","https://jgc-inc.co.jp/products/detail/281/;https://www.monotaro.com/p/0252/0655/","熱中症対策・救急設備・避難先を明示","high","市場商品の図版・配置を複製せず、「非常口」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S098","aed-location","AED設置場所","救急・避難","heat-emergency","平板標識","450×600mm","portrait","AED設置場所","high","false","2","https://jgc-inc.co.jp/products/detail/185/;https://www.monotaro.com/g/05285592/","熱中症対策・救急設備・避難先を明示","high","市場商品の図版・配置を複製せず、「AED設置場所」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S099","stretcher-location","担架","救急・避難","heat-emergency","平板標識","450×600mm","portrait","担架","high","false","2","https://jgc-inc.co.jp/products/detail/199/;https://www.monotaro.com/p/7714/0456/","熱中症対策・救急設備・避難先を明示","high","市場商品の図版・配置を複製せず、「担架」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
"S100","fire-extinguisher-location","消火器","救急・避難","heat-emergency","平板標識","450×600mm","portrait","消火器","high","false","2","https://jgc-inc.co.jp/products/detail/183/;https://www.monotaro.com/p/3361/7297/","熱中症対策・救急設備・避難先を明示","high","市場商品の図版・配置を複製せず、「消火器」の意味を独自の成人作業員・PPE・機器構図で表し、後付け文字帯の余白を分離","generated","pass","published"
