id,slug,titleJa,prompt,generatedAt,generationCount,regenerationReasons,sourceFile,checksum,reviewedAt,reviewer,anatomyQa,ppeQa,equipmentQa,marketFitQa,textFreeQa,stickFigureQa,svgPersonQa,externalLogoQa,themeMatchQa,textSpaceQa,rightsStatus,publishStatus
"S041","no-under-suspended-load","吊り荷の下に入るな","日本の建設現場の危険看板用、テーマは「吊り荷の下に入らない」。クレーンフックと緊張した吊具で荷を吊り、成人作業員は落下範囲の外で止まる横長構図で、広い余白を残す。写実寄りの鮮明なデジタルイラスト、太い輪郭、高コントラスト、簡潔な背景、文字・数字・ロゴ・流血なし。","2026-08-27T17:51:00.233Z","2","試作hard gateで吊り荷と人物位置関係の明瞭性が不足","public/safety-images/library/originals/no-under-suspended-load.png","9f9896e8f79927b4b8b2074e26f6c55bc94b6d4eae24ae74420a4109e397ec55","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S042","equipment-swing-zone","重機作業半径内立入禁止","日本の建設現場の警告看板用、テーマは「重機作業半径内立入禁止」。機械的に正確なバックホウを堅固なバリケードで囲い、無地のヘルメットと反射ベスト姿の成人作業員は範囲外で停止する写実寄りの横長構図で右側に広い余白を残す。太い輪郭、不透明背景、ヘルメット記号・文字なし、数字・ロゴなし。","2026-08-27T19:11:02.268Z","2","初回候補のヘルメットに既存標識と誤認し得る記号が現れたため再生成","public/safety-images/library/originals/equipment-swing-zone.png","12ab87f9ce9275f0e8bb37446c21402097da07b4a7558dd78a944e3e9314397e","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S043","forklift-hazard","フォークリフト注意","日本の工場・建設現場の警告看板用、テーマは「フォークリフト注意」。荷を低く保持して停止したフォークリフトと、柵で分離された歩行者を横長に描き、右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、不透明背景、接触・文字なし、数字・ロゴなし。","2026-08-27T18:58:34.940Z","1","","public/safety-images/library/originals/forklift-hazard.png","7878c51242c53840a0c1f817f8108bc7dbf22db30590d64ca1030933c24180c0","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S044","pinch-point-hazard","はさまれ注意","日本の建設現場の警告看板用、テーマは「はさまれ注意」。停止中の機械の狭い挟まれ部を大きく描き、保護手袋姿の両手は十分離れて静止を示す横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、不透明背景、負傷・血・文字なし、数字・ロゴなし。","2026-08-27T19:00:58.736Z","1","","public/safety-images/library/originals/pinch-point-hazard.png","90fc33f0d9c178f7d8706635c3016b73369fb38ddd029fc5cdc8a990cbe71981","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S045","entanglement-hazard","巻き込まれ注意","日本の建設現場の警告看板用、テーマは「巻き込まれ注意」。停止中の回転軸と外された保護カバーを明確に描き、作業員は離れた位置で静止を示す横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、不透明背景、接触・負傷・文字なし、数字・ロゴなし。","2026-08-27T19:01:21.982Z","1","","public/safety-images/library/originals/entanglement-hazard.png","0dd5f24ca6c14e8a116b8ebdc810dfe176f3b719c52bfdd29290cd79ea8f7d23","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S046","electric-shock-hazard","感電注意","日本の建設現場の警告看板用、テーマは「感電注意」。損傷した延長ケーブルの小さな火花を堅固なバリケードで隔離し、無地のヘルメットと絶縁手袋姿の成人作業員は範囲外で停止する写実寄りの横長構図で右側に広い余白を残す。太い輪郭、不透明背景、ヘルメット記号・接触・文字なし、数字・ロゴなし。","2026-08-27T19:11:21.237Z","2","初回候補のヘルメットに既存標識と誤認し得る記号が現れたため再生成","public/safety-images/library/originals/electric-shock-hazard.png","da38e4165c8c1a5b290612ef15fdd4101cd26392f257e5c16166039364d4b798","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S047","high-voltage-hazard","高電圧注意","日本の建設現場の警告看板用、テーマは「高電圧注意」。仮設受電設備を施錠した金網柵で囲い、作業員が柵外で停止する横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、黄と濃灰の補助色、不透明背景、接触・文字なし、数字・ロゴなし。","2026-08-27T19:02:13.086Z","1","","public/safety-images/library/originals/high-voltage-hazard.png","3779a9636b25fcfdc550410433d1d612a1a156786f49feab1b4d1f29c8314196","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S048","oxygen-deficiency-hazard","酸欠危険","日本の建設現場の警告看板用、テーマは「酸欠危険」。地下タンクの入口をバリケードで隔離し、作業員が外側から無表示の携帯ガス検知器で確認する横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、不透明背景、入槽・倒れた人物・文字なし、数字・ロゴなし。","2026-08-27T19:02:35.862Z","1","","public/safety-images/library/originals/oxygen-deficiency-hazard.png","e0dc149f874a014e024374c03e7de15787d12e8fb31fff06f0c883a316b8006d","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S049","laser-radiation-hazard","レーザー光線注意","日本の測量現場の警告看板用、テーマは「レーザー光線注意」。三脚上の測量レーザーと水平な光線を描き、保護眼鏡姿の作業員は光線の外から確認する横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、不透明背景、目への照射・文字なし、数字・ロゴなし。","2026-08-27T19:02:54.111Z","1","","public/safety-images/library/originals/laser-radiation-hazard.png","95711cf458a8aa49e55c0f34e75b7cfcb50fdc9c34c0289262e2f20aa4159d03","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S050","organic-solvent-in-use","有機溶剤使用中","日本の建設現場の警告看板用、テーマは「有機溶剤使用中」。換気された塗装区画で呼吸用保護具、保護眼鏡、手袋を正しく着けた作業員と無地の密閉容器を横長に描き、右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、不透明背景、裸火・文字なし、数字・ロゴなし。","2026-08-27T19:03:17.503Z","1","","public/safety-images/library/originals/organic-solvent-in-use.png","bf21aaeee49c9d455dcbf0f2ce34a6657d3f5e941002fed5925d9a527961a735","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S051","asbestos-removal-in-progress","石綿除去作業中","日本の建設現場の安全看板用イラスト。テーマは「石綿除去作業中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/asbestos-removal-in-progress.png","824f9b1ff6f89d3e309c0053468b6164595c33b23153eafae89233927f2db9a4","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S052","hot-surface-hazard","高温注意","日本の建設現場の安全看板用イラスト。テーマは「高温注意」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/hot-surface-hazard.png","02925c482777bc4da09c2914d7e4c530d75cf76a6a2fb8d8dbd464e4db4fb52a","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S053","burn-hazard","火傷注意","日本の建設現場の安全看板用イラスト。テーマは「火傷注意」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/burn-hazard.png","c760ef8f63d9c385df1445bde4343e3c4edf3ee94d512d1a4a778285733218fb","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S054","high-pressure-gas-hazard","高圧ガス注意","日本の建設現場の安全看板用イラスト。テーマは「高圧ガス注意」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/high-pressure-gas-hazard.png","4cf779c7f9a50635e9bc8f288fb6cd8b130701cc1796716fe85ffee001a0f81a","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S055","toxic-substances-hazard","劇物・毒物注意","日本の建設現場の安全看板用イラスト。テーマは「劇物・毒物注意」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/toxic-substances-hazard.png","6372262d628243cad346fd71a38ca1012d4c50a9750d656a93e2e06c110b7983","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S056","construction-in-progress","工事中","日本の建設現場の安全看板用イラスト。テーマは「工事中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/construction-in-progress.png","5b88862154ceced55fc7af9c44a919c94309261b01ee9d716a0f1a5c5c150b56","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S057","work-in-progress","作業中","日本の建設現場の安全看板用イラスト。テーマは「作業中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/work-in-progress.png","5841c631bb6b553405504dc52f296fbf9e83e9a19f4ba4e17261241b6f1af548","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S058","work-at-height-in-progress","高所作業中","この高所作業中の安全看板イラストを修正。作業員に自然な透明保護眼鏡を正しく着用させ、その他の人物、工具、作業床、手すり、構図、文字余白は保つ。文字・数字・ロゴ・透かしなし。","2026-08-28T00:00:00.000Z","3","Initial candidate showed a visibly dangling unattached lanyard.;Independent review found missing eye protection during overhead power-tool work.","public/safety-images/library/originals/work-at-height-in-progress.png","1c0c1a9337d5f10026a363bdd4c4a74d9100f337f1411ad88f7afb6280206a51","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S059","scaffold-assembly-in-progress","足場組立・解体作業中","日本の建設現場の安全看板用イラスト。テーマは「足場組立・解体作業中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate showed visibly dangling harness equipment.","public/safety-images/library/originals/scaffold-assembly-in-progress.png","70de164abfcec3072c50500d8455eb00ba1033f83a8d9c72d66ee2596cf4f10d","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S060","hot-work-in-progress","火気使用中","日本の建設現場の状態表示看板用、テーマは「火気使用中」。溶接面、手袋、長袖を正しく着けた成人作業員が火花を管理して溶接し、可燃物のない横長構図で広い余白を残す。写実寄りの鮮明なデジタルイラスト、太い輪郭、高コントラスト、簡潔な背景、文字・数字・ロゴなし。","2026-08-27T17:42:16.521Z","1","","public/safety-images/library/originals/hot-work-in-progress.png","79def3f12fe29cdcae413d829531e2f24b1fb52f3e9b34cb4b6017ed8f18ff5c","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S061","inspection-in-progress","点検中","日本の建設現場の安全看板用イラスト。テーマは「点検中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/inspection-in-progress.png","c49adb935825513ed3ec2eb54744eaa7b63eb0ec5b08294444cfa2ea475aa646","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S062","cleaning-in-progress","清掃中","日本の建設現場の安全看板用イラスト。テーマは「清掃中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/cleaning-in-progress.png","46f38081d36d27b6c5b27b313339185ccb4f8ef834d326e4b943aa439eb829f1","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S063","repair-in-progress","修理中","日本の建設現場の安全看板用イラスト。テーマは「修理中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/repair-in-progress.png","f2b7f146aa7ae43f89fc601d5900e5a580b67b5a37169afc6b93d8e734edc8b3","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S064","inspected","点検済","日本の建設現場の安全看板用イラスト。テーマは「点検済」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate showed an unsafe ladder setup, unattached harness, and promotional gesture.","public/safety-images/library/originals/inspected.png","b671d233e81201b22e2ef8157dcb84581daf876a8594bc2bdb18fbdecc63e64e","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S065","out-of-service","故障中","日本の建設現場の安全看板用イラスト。テーマは「故障中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/out-of-service.png","dbe3c0bb705261db4cee139916a325a589b4bcfb86a8a7ef2cf396adb837b601","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S066","adjustment-in-progress","調整中","日本の建設現場の安全看板用イラスト。テーマは「調整中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/adjustment-in-progress.png","c58650aa8fb7b29e13d1d6b5d0bdfc4103c99d871af0e84a7acf388e476922a4","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S067","equipment-operating","運転中","日本の建設現場の安全看板用イラスト。テーマは「運転中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/equipment-operating.png","7e5dc36c3aed533e26b8478e6a7d3c0024db484acb70aeea206245161c733863","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S068","material-storage","資材置場","日本の建設現場の安全看板用イラスト。テーマは「資材置場」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/material-storage.png","25f8e796480fa1d2a1e3f128cb598e9a1d12f1e2b2520a20bb15e9a5a4ba2ff3","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S069","safe-passage","安全通路","日本の建設現場の安全看板用イラスト。テーマは「安全通路」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/safe-passage.png","d60062d6bfc597d0f941c54db03b2d9df51551036387346fe102975479ce3720","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S070","housekeeping","整理整頓","日本の建設現場の安全看板用イラスト。テーマは「整理整頓」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/housekeeping.png","56af0dcf48157548500517c79381e4c561a956b8585d1f07188567841180d0cb","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S071","stop","一旦停止","日本の建設現場の安全看板用イラスト。テーマは「一旦停止」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/stop.png","9568a061f907d908e447beabb1a4dfdcfeac357e3f22d6f2e6a34a1185405bb0","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S072","slow","徐行","日本の建設現場の安全看板用イラスト。テーマは「徐行」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate contained a logo-like grille badge.","public/safety-images/library/originals/slow.png","edd63625475875f9ad4b5cbe23197065ac415d366deab60374ad3c53ef337960","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S073","one-way","一方通行","日本の建設現場の安全看板用イラスト。テーマは「一方通行」で、仮設通路を前方へ進む工事車両と、路面の大きく明確な一方向矢印を描く。文字・数字・ロゴなし、高コントラスト、自然な車両、右側に文字用の広い余白。","2026-08-28T08:18:58.000+09:00","3","Initial candidate relied on an oversized directional arrow instead of a clean scene.;Independent production review found that the replacement resembled a closed gate and did not communicate one-way direction.","public/safety-images/library/originals/one-way.png","f66613fe67d7335d53f1293abe66df01c411c75b8c6feb4a708919f1d8215c30","2026-08-28T08:30:00.000+09:00","theme_evidence_review read-only one-way corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S074","road-closed-to-vehicles","車両通行止め","日本の建設現場の安全看板用イラスト。テーマは「車両通行止め」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/road-closed-to-vehicles.png","689298fbfb2d68bc993f290ba0a90b15ab337cd28ac74bce52b720b2c874a921","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S075","vehicle-entrance","車両出入口","日本の建設現場の安全看板用イラスト。テーマは「車両出入口」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate contained a logo-like sleeve mark.","public/safety-images/library/originals/vehicle-entrance.png","68baf16cd5c84c3d0d966ca36e01c452305deae7088350f61ebed64289fdfbba","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S076","pedestrian-route","歩行者通路","日本の建設現場の安全看板用イラスト。テーマは「歩行者通路」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/pedestrian-route.png","9ca0d45ba913842130de6e5e42e3a7b3b7df5e9267e4d5a7a6c3d3dd1d53f538","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S077","forklift-operating","フォークリフト運転中","日本の建設現場の安全看板用イラスト。テーマは「フォークリフト運転中」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/forklift-operating.png","416d20c9c4ee04db43f5b00de7ea6df5593f5431654cb3e4214ac1b57b4ac81a","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S078","look-both-ways","左右確認","日本の建設現場の安全看板用イラスト。テーマは「左右確認」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate contained a malformed duplicated head.","public/safety-images/library/originals/look-both-ways.png","d0c9d32384405dff1a5789f626ced4842f409b35cdebf42de58b21a1b94b93af","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S079","road-shoulder-hazard","路肩注意","日本の建設現場の安全看板用イラスト。テーマは「路肩注意」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate used an inconsistent photorealistic style.","public/safety-images/library/originals/road-shoulder-hazard.png","a44d804420517ab99cd0a9cd9d89833cd8a6b2fde544b112b6b5dcb6e47331a4","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S080","watch-for-vehicles","車に注意","日本の建設現場の安全看板用イラスト。テーマは「車に注意」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate contained logo-like marks on the truck and backpack.","public/safety-images/library/originals/watch-for-vehicles.png","ebb2b217c259864fb4378705f0360d1eb8844b562f1f7990f88f84304debb909","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S081","site-speed-limit","制限速度","日本の建設現場の安全看板用イラスト。テーマは「制限速度」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","2","Initial candidate contained a pseudo-mark on the vehicle and inconsistent photo styling.","public/safety-images/library/originals/site-speed-limit.png","23a5fcf44307ecbc0bb9be561db319bbe8db67d07931ea55366325e37b66b0a1","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S082","maximum-load","最大積載荷重","日本の建設現場の数値看板用、テーマは「最大積載荷重」。汎用の作業床と整然と置かれた資材を横長に簡潔に描き、数値を後付けする大きな空白面を残す。写実寄りの鮮明なデジタルイラスト、太い輪郭、高コントラスト、簡潔な背景、文字・数字・ロゴ・安全可否の断定なし。","2026-08-27T17:50:42.057Z","2","試作hard gateで後付け数値用の安全余白が不足","public/safety-images/library/originals/maximum-load.png","bbec95cd75326a9a778e510ce7d6364a129b97a90d90427cb3f6b5609d01832a","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S083","platform-load-limit","作業床最大積載荷重","日本の建設現場の安全看板用イラスト。テーマは「作業床最大積載荷重」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/platform-load-limit.png","4ece638afe17e18d5ef189a8de192c7421b19df213578365033fdd284e1c7d45","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S084","height-limit","高さ制限","日本の建設現場の安全看板用イラスト。テーマは「高さ制限」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/height-limit.png","5accc94f6dd6bb15b4e3bcd56573ba02db1f5e54129f494132898f5b8c122f94","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S085","weight-limit","重量制限","日本の建設現場の安全看板用イラスト。テーマは「重量制限」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/weight-limit.png","3172a967293e61c2af31ae9ebcb74fe21f3cf8e2aa0e8dfd837bbe0e8f5502fe","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S086","maximum-width","最大幅","日本の建設現場の安全看板用イラスト。テーマは「最大幅」。文字なし、数字・ロゴ・透かし・チワワなし、高コントラストで下部に文字用余白。","2026-08-27T19:25:32.154Z","1","","public/safety-images/library/originals/maximum-width.png","e49be46f3e46f988b873cb81c513736f6b0edec519a8419cafa9bc6390600d92","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","not-applicable","not-applicable","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
