"holdout_version","basis_date_jst","checksum_sha256","case_id","category","turn_count","semantic_result","failure_count","initial_context_mode","classification_eligible","read_only_context_fixture","context_fixture_reason","holdout_frozen_expected_action","evaluation_enforced_expected_action","actual_action","safety_correction_reason","confirmed_choices","expected_voltage","actual_voltage","expected_energized_state","actual_energized_state","required_concepts","concept_checks","required_authorities","authority_checks","answer_first","substantive_answer","pure_clarification","initial_classification","context_retention","quick_replies_relevant","known_conditions_not_reasked","low_voltage_distance_not_misstated","no_invented_action","negative_constraint_retained","unrelated_domain_jump","citation_support","effective_date_current"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-051","follow-up","2","PASS","0","empty-classifier","true","false","","","","unknown","","","","unknown","","unknown","answer-first|no-universal-electrical-work-supervisor|work-leader-is-distinct","answer-first=true|no-universal-electrical-work-supervisor=true|work-leader-is-distinct=true","安衛法第14条|安衛令第6条|安衛則第350条","安衛法第14条=true|安衛令第6条=true|安衛則第350条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-052","follow-up","2","PASS","0","empty-classifier","true","false","","high-voltage-facility-inspection","high-voltage-facility-inspection","high-voltage-facility-inspection","","","high","high","","unknown","answer-first|chief-engineer-is-facility-governance|high-voltage-special-education-scope","answer-first=true|chief-engineer-is-facility-governance=true|high-voltage-special-education-scope=true","電気事業法第43条|安衛則第36条","電気事業法第43条=true|安衛則第36条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-053","follow-up","2","PASS","0","empty-classifier","true","false","","tester-measurement","tester-measurement","tester-measurement","","","low","low","","unknown","answer-first|measurement-near-live-parts|low-voltage-special-education-scope","answer-first=true|measurement-near-live-parts=true|low-voltage-special-education-scope=true","安衛則第36条|安衛則第346条","安衛則第36条=true|安衛則第346条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-054","follow-up","2","PASS","0","empty-classifier","true","false","","breaker-operation","breaker-operation","breaker-operation","","充電部分は露出していない","","unknown","","unknown","answer-first|breaker-operation-conditions","answer-first=true|breaker-operation-conditions=true","安衛則第36条","安衛則第36条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-055","follow-up","2","PASS","0","empty-classifier","true","false","","unknown","unknown","unknown","","","","unknown","","unknown","answer-first|action-determines-requirement","answer-first=true|action-determines-requirement=true","安衛則第36条","安衛則第36条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-056","speech-typo","1","PASS","0","empty-classifier","true","false","","breaker-operation","breaker-operation","breaker-operation","","","","unknown","","unknown","answer-first|breaker-operation-conditions","answer-first=true|breaker-operation-conditions=true","安衛則第36条","安衛則第36条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-057","speech-typo","1","PASS","0","empty-classifier","true","false","","unknown","unknown","unknown","","","","unknown","","unknown","answer-first|visual-may-not-require-uniform-license|action-determines-requirement","answer-first=true|visual-may-not-require-uniform-license=true|action-determines-requirement=true","安衛則第36条|電気工事士法第3条","安衛則第36条=true|電気工事士法第3条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-058","speech-typo","1","PASS","0","empty-classifier","true","false","","tester-measurement","tester-measurement","tester-measurement","","盤を開けて測定","","unknown","","unknown","answer-first|measurement-near-live-parts|voltage-and-energized-state-matter","answer-first=true|measurement-near-live-parts=true|voltage-and-energized-state-matter=true","安衛則第36条|安衛則第346条","安衛則第36条=true|安衛則第346条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-059","speech-typo","1","PASS","0","empty-classifier","true","false","","","","unknown","","","low","low","","unknown","answer-first|low-voltage-special-education-scope","answer-first=true|low-voltage-special-education-scope=true","安衛法第59条|安衛則第36条","安衛法第59条=true|安衛則第36条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-060","speech-typo","1","PASS","0","empty-classifier","true","false","","","","unknown","","","","unknown","","unknown","answer-first|wiring-may-be-electrical-work|electrician-separate-from-special-education","answer-first=true|wiring-may-be-electrical-work=true|electrician-separate-from-special-education=true","電気工事士法第2条|電気工事士法第3条|安衛則第36条","電気工事士法第2条=true|電気工事士法第3条=true|安衛則第36条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-061","speech-typo","1","PASS","0","empty-classifier","true","false","","live-work","live-work","live-work","","","low","low","","unknown","answer-first|low-voltage-special-education-scope|voltage-and-energized-state-matter","answer-first=true|low-voltage-special-education-scope=true|voltage-and-energized-state-matter=true","安衛則第36条|安衛則第346条","安衛則第36条=true|安衛則第346条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-062","speech-typo","1","PASS","0","empty-classifier","true","false","","","","unknown","","","extra-high","extra-high","","unknown","answer-first|high-voltage-special-education-scope","answer-first=true|high-voltage-special-education-scope=true","安衛則第36条","安衛則第36条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-063","speech-typo","1","PASS","0","empty-classifier","true","false","","","","unknown","","","low","low","","unknown","answer-first|low-voltage-special-education-scope","answer-first=true|low-voltage-special-education-scope=true","安衛則第36条","安衛則第36条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-064","speech-typo","1","PASS","0","empty-classifier","true","false","","unknown","unknown","unknown","","","","unknown","","unknown","answer-first|visual-may-not-require-uniform-license|action-determines-requirement","answer-first=true|visual-may-not-require-uniform-license=true|action-determines-requirement=true","安衛則第36条|電気工事士法第3条","安衛則第36条=true|電気工事士法第3条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-065","speech-typo","1","PASS","0","empty-classifier","true","false","","breaker-operation","breaker-operation","breaker-operation","","","","unknown","","unknown","answer-first|breaker-operation-conditions","answer-first=true|breaker-operation-conditions=true","安衛則第36条","安衛則第36条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-066","speech-typo","1","PASS","0","empty-classifier","true","false","","tester-measurement","tester-measurement","tester-measurement","","","","unknown","","unknown","answer-first|measurement-near-live-parts","answer-first=true|measurement-near-live-parts=true","安衛則第341条|安衛則第346条","安衛則第341条=true|安衛則第346条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-067","speech-typo","1","PASS","0","empty-classifier","true","false","","wiring-connection","wiring-connection","wiring-connection","","","","unknown","","unknown","answer-first|wiring-may-be-electrical-work|electrician-separate-from-special-education","answer-first=true|wiring-may-be-electrical-work=true|electrician-separate-from-special-education=true","電気工事士法第2条|電気工事士法第3条","電気工事士法第2条=true|電気工事士法第3条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-068","speech-typo","1","PASS","0","empty-classifier","true","false","","tester-measurement","tester-measurement","tester-measurement","","盤を開けて測定","","unknown","","unknown","answer-first|measurement-near-live-parts","answer-first=true|measurement-near-live-parts=true","安衛則第36条|安衛則第346条","安衛則第36条=true|安衛則第346条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-069","source-gap","1","PASS","0","empty-classifier","true","false","","unknown","unknown","unknown","","","","unknown","","unknown","answer-first|action-determines-requirement|official-source-gap-is-explicit","answer-first=true|action-determines-requirement=true|official-source-gap-is-explicit=true","安衛則第36条|電気工事士法第2条","安衛則第36条=true|電気工事士法第2条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-070","source-gap","1","PASS","0","electrical-context-fixture","false","true","海外規格の設備だけでは電気設備と特定できない","unknown","unknown","unknown","","","","unknown","","unknown","answer-first|action-determines-requirement|official-source-gap-is-explicit","answer-first=true|action-determines-requirement=true|official-source-gap-is-explicit=true","安衛則第36条|電気工事士法第2条","安衛則第36条=true|電気工事士法第2条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-071","source-gap","1","PASS","0","empty-classifier","true","false","","open-panel","open-panel","open-panel","","","unknown","unknown","unknown","unknown","answer-first|voltage-and-energized-state-matter|action-determines-requirement","answer-first=true|voltage-and-energized-state-matter=true|action-determines-requirement=true","安衛則第36条|安衛則第346条","安衛則第36条=true|安衛則第346条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
"electric-chatbot-holdout-2026-08-09","2026-08-09","122fc6dffb7dbd08a6665bf276883f2fefc7f8010730cb7803f25d66faca3554","EL-072","source-gap","1","PASS","0","electrical-context-fixture","false","true","作業未定だけでは対象設備を特定できない","unknown","unknown","unknown","","","","unknown","","unknown","answer-first|action-determines-requirement|official-source-gap-is-explicit","answer-first=true|action-determines-requirement=true|official-source-gap-is-explicit=true","安衛則第36条|電気工事士法第2条","安衛則第36条=true|電気工事士法第2条=true","true","true","false","true","true","true","true","true","true","true","false","true","true"
